,Date,Customer Name,Item Number,Item  Description,Quantity,Unit Price
5204,13-Oct-17,CASH SALES - CUMMINS,FF5524,FUEL FILTER,4,800
5205,13-Oct-17,CASH SALES - CUMMINS,LF3338,OIL FILTER,10,"1,850.00"
5206,13-Oct-17,CASH SALES - CUMMINS,FF5019,FUEL FILTER,5,"1,799.80"
5208,13-Oct-17,CASH SALES - CUMMINS,LF16076,OIL FILTER COMBO SPINON,4,"1,050.00"
5209,13-Oct-17,CASH SALES - CUMMINS,LF699,LUBE FILTER,5,"1,378.65"
5212,13-Oct-17,CAR & GENERAL KISUMU,AF25278,AIR FILTER,2,"11,675.00"
5216,13-Oct-17,CAR & GENERAL KISUMU,FS19657,FWS SPIN-ON STRATAPORE,4,"3,680.00"
5217,13-Oct-17,CAR & GENERAL KISUMU,LF9028,OIL FILTER COMBO SPINON,3,"1,654.00"
5219,13-Oct-17,CASH SALES - CUMMINS,FS1212,FUEL WATER SEP,2,"1,500.00"
5221,13-Oct-17,CASH SALES - CUMMINS,AF26044,DIRECT MOUNT AIR SYSTEM,1,"7,798.96"
5222,13-Oct-17,CASH SALES - CUMMINS,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,881.88"
5224,13-Oct-17,C&G ENGINEERING,LF3000,OIL FILTER COMBO SPINON,12,"4,870.50"
5225,13-Oct-17,C&G ENGINEERING,FF105,FUEL FILTER,8,"1,131.00"
5226,13-Oct-17,C&G ENGINEERING,LF3000,OIL FILTER COMBO SPINON,12,"4,870.50"
5227,13-Oct-17,C&G ENGINEERING,FF105,FUEL FILTER,8,"1,131.00"
5228,14-Oct-17,CASH SALES - CUMMINS,LF3959,OIL FILTER CELLULOSE SPIN,1,"1,500.00"
5230,14-Oct-17,MUTHAIGA WOODS,881949,PREMIUM BLUE -1  LITRE,15,442
5231,14-Oct-17,MUTHAIGA WOODS,LF3349,LUBE FILTER,1,994
5232,14-Oct-17,MUTHAIGA WOODS,AH1136,AIR CLEANER,1,"8,999.00"
5234,14-Oct-17,CASH SALES - CUMMINS,LF4054,LUBE FILTER,1,"1,500.00"
5236,14-Oct-17,SERVICE CONTRACT DELIVERIES,AF25910,AIR FILTER-PRIMARY,1,"20,541.00"
5237,14-Oct-17,SERVICE CONTRACT DELIVERIES,AF25911,AIR FILTER,1,"5,401.75"
5238,14-Oct-17,SERVICE CONTRACT DELIVERIES,881949,PREMIUM BLUE -1  LITRE,15,442
5239,14-Oct-17,SERVICE CONTRACT DELIVERIES,LF3959,OIL FILTER CELLULOSE SPIN,1,"1,506.25"
5241,14-Oct-17,WORLD FOOD PROGRAMME,AF435KM,AIR FILTER,1,"3,754.00"
5242,14-Oct-17,WORLD FOOD PROGRAMME,LF700,LUBE FILTER,1,"1,106.00"
5243,14-Oct-17,WORLD FOOD PROGRAMME,FF167,FUEL FILTER,1,504
5245,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,10,520
5247,14-Oct-17,WORLD FOOD PROGRAMME,FF167,FUEL FILTER,1,504
5248,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,10,520
5249,14-Oct-17,WORLD FOOD PROGRAMME,LF700,LUBE FILTER,1,"1,106.00"
5250,14-Oct-17,WORLD FOOD PROGRAMME,AF435KM,AIR FILTER,1,"3,754.00"
5252,14-Oct-17,WORLD FOOD PROGRAMME,AF435KM,AIR FILTER,1,"3,754.00"
5253,14-Oct-17,WORLD FOOD PROGRAMME,LF700,LUBE FILTER,1,"1,106.00"
5254,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,10,520
5255,14-Oct-17,WORLD FOOD PROGRAMME,FF167,FUEL FILTER,1,504
5256,14-Oct-17,WORLD FOOD PROGRAMME,AF435KM,AIR FILTER,1,"3,754.00"
5257,14-Oct-17,WORLD FOOD PROGRAMME,LF700,LUBE FILTER,1,"1,106.00"
5258,14-Oct-17,WORLD FOOD PROGRAMME,FF167,FUEL FILTER,1,504
5259,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,10,520
5261,14-Oct-17,CASH SALES - CUMMINS,LF4054,LUBE FILTER,12,700
5262,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,25,520
5263,14-Oct-17,WORLD FOOD PROGRAMME,WF2076,DCA4 WATER FILTER,1,"3,857.00"
5264,14-Oct-17,WORLD FOOD PROGRAMME,FF5078,FUEL FILTER,1,"1,865.00"
5265,14-Oct-17,WORLD FOOD PROGRAMME,LF3883,LUBE FILTER,1,"4,575.00"
5267,14-Oct-17,CASH SALES - CUMMINS,LF4056,OIL FILTER CELLULOSE SPIN,12,700
5268,14-Oct-17,WORLD FOOD PROGRAMME,FS19531,FUEL FILTER,1,"4,136.00"
5269,14-Oct-17,WORLD FOOD PROGRAMME,FS19530,FUEL FILTER,1,"3,420.00"
5270,14-Oct-17,WORLD FOOD PROGRAMME,AF25539,AIR FILTER,1,"4,683.00"
5271,14-Oct-17,WORLD FOOD PROGRAMME,LF701,OIL FILTER,2,"2,253.00"
5273,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,20,520
5274,14-Oct-17,WORLD FOOD PROGRAMME,LF701,OIL FILTER,2,"2,253.00"
5275,14-Oct-17,WORLD FOOD PROGRAMME,AF25539,AIR FILTER,1,"4,683.00"
5276,14-Oct-17,WORLD FOOD PROGRAMME,FS19530,FUEL FILTER,1,"3,420.00"
5277,14-Oct-17,WORLD FOOD PROGRAMME,FS19531,FUEL FILTER,1,"4,136.00"
5279,14-Oct-17,WORLD FOOD PROGRAMME,881949,PREMIUM BLUE -1  LITRE,20,520
5280,16-Oct-17,CASH SALES - CUMMINS,FF5045,FUEL FILTER,1,"1,700.00"
5281,16-Oct-17,CASH SALES - CUMMINS,AH19220,AIR CLEANER,1,"12,000.00"
5282,16-Oct-17,CASH SALES - CUMMINS,LF3567,LUBE FILTER,1,"3,000.00"
5284,16-Oct-17,CASH SALES - CUMMINS,LF16011,LUBE FILTER (Reps LF3855),1,"2,424.00"
5285,16-Oct-17,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR,1,"1,791.00"
5286,16-Oct-17,CASH SALES - CUMMINS,881949,PREMIUM BLUE -1  LITRE,10,520
5287,16-Oct-17,ASHNIL HOTELS,AH1136,AIR CLEANER,3,"8,000.00"
5289,16-Oct-17,CIRCUIT POWER LTD,WF2073,WATER FILTER,1,"1,150.00"
5290,16-Oct-17,CIRCUIT POWER LTD,AH19037-C,DIRECT MOUNT AIR SYSTEM,1,"7,675.00"
5291,16-Oct-17,CIRCUIT POWER LTD,LF9009,OIL FILTER COMBO SPINON,1,"4,000.00"
5293,16-Oct-17,ASHNIL HOTELS,AF25156MX,AIR FILTER-RADIAL SEAL,3,"10,200.00"
5294,16-Oct-17,TIMESALES LTD,LF3349,LUBE FILTER,2,740
5295,16-Oct-17,TIMESALES LTD,AF418M,AIR FILTER-PRIMARY,1,"4,100.00"
5297,16-Oct-17,TIMESALES LTD,AF25558,AIR FILTER,3,"1,700.00"
5298,16-Oct-17,TIMESALES LTD,AF1767,AIR FILTER-PRIMARY,1,"4,200.00"
5299,16-Oct-17,TIMESALES LTD,AF1768M,AIR FILTER-PRIMARY,1,"4,430.00"
5300,16-Oct-17,TIMESALES LTD,LF3786,LUBE FILTER,3,"1,450.00"
5301,16-Oct-17,TIMESALES LTD,FS1280,FUEL SEPARATOR,2,640
5302,16-Oct-17,TIMESALES LTD,AF490M,AIR FILTER,1,"3,400.00"
5303,16-Oct-17,CASH SALES - CUMMINS,WF2076,DCA4 WATER FILTER,1,"2,465.00"
5304,16-Oct-17,CASH SALES - CUMMINS,WF2076,DCA4 WATER FILTER,1,"2,465.00"
5306,16-Oct-17,CAR & GENERAL (UGANDA) LTD,LF9028,OIL FILTER COMBO SPINON,6,"1,586.00"
5307,16-Oct-17,CAR & GENERAL (UGANDA) LTD,FS19657,FWS SPIN-ON STRATAPORE,6,"3,532.00"
5308,16-Oct-17,CAR & GENERAL (UGANDA) LTD,AF26483,AIR FILTER-PRIMARY,2,"8,380.00"
5311,16-Oct-17,SERVICE CONTRACT DELIVERIES,WF2054,WATER FILTER,1,"2,389.60"
5313,16-Oct-17,SERVICE CONTRACT DELIVERIES,LF9009,OIL FILTER COMBO SPINON,1,"7,171.20"
5314,16-Oct-17,SERVICE CONTRACT DELIVERIES,881949,PREMIUM BLUE -1  LITRE,25,416
5315,17-Oct-17,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR,1,590
5316,17-Oct-17,NATIONAL INTELLIGENCE SERVICE,WF2076,DCA4 WATER FILTER,1,"3,857.00"
5317,17-Oct-17,NATIONAL INTELLIGENCE SERVICE,LF9009,OIL FILTER COMBO SPINON,1,"3,767.87"
5319,17-Oct-17,NATIONAL INTELLIGENCE SERVICE,FS1212,FUEL WATER SEP,2,"2,631.72"
5320,17-Oct-17,NATIONAL INTELLIGENCE SERVICE,881949,PREMIUM BLUE -1  LITRE,40,520
5321,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"11,536.80"
5322,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,WF2126,DCA4 WATER FILTER,1,"3,280.00"
5324,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,416
5326,17-Oct-17,ETEMESI RICHARD,881949,PREMIUM BLUE -1  LITRE,10,442
5329,17-Oct-17,ETEMESI RICHARD,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,853.85"
5330,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,416
5332,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,WF2126,DCA4 WATER FILTER,1,"3,280.00"
5334,17-Oct-17,DIAMOND TRUST BANK KENYA LIMITED,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"11,536.80"
5336,17-Oct-17,CASH SALES - CUMMINS,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,337.00"
5337,17-Oct-17,CASH SALES - CUMMINS,AF26044,DIRECT MOUNT AIR SYSTEM,1,"6,757.00"
5338,17-Oct-17,CASH SALES - CUMMINS,881949,PREMIUM BLUE -1  LITRE,10,500
5339,17-Oct-17,CIRCUIT POWER LTD,WF2073,WATER FILTER,1,"1,160.00"
5341,17-Oct-17,CIRCUIT POWER LTD,LF3000,LUBE FILTER,1,"3,900.00"
5342,17-Oct-17,CIRCUIT POWER LTD,AF1811,AIR CLEANER,1,"3,850.00"
5343,17-Oct-17,CIRCUIT POWER LTD,LF3349,LUBE FILTER,1,880
5344,17-Oct-17,SECUREX INVESTMENTS LTD,FS1212,FUEL WATER SEP,1,"2,714.05"
5345,17-Oct-17,SECUREX INVESTMENTS LTD,LF9028,OIL FILTER COMBO SPINON,1,"2,091.00"
5346,17-Oct-17,SECUREX INVESTMENTS LTD,FS19657,FWS SPIN-ON STRATAPORE,1,"6,386.05"
5347,17-Oct-17,JAMBO EAST AFRICA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,520
5352,17-Oct-17,JAMBO EAST AFRICA LIMITED,WF2126,DCA4 WATER FILTER,1,"4,580.10"
5353,17-Oct-17,CASH SALES - CUMMINS,AF26186,AIR FILTER-PRIMARY,1,"3,500.00"
5354,17-Oct-17,CASH SALES - CUMMINS,FF5114,FUEL FILTER SPINON,1,"1,150.00"
5356,17-Oct-17,CASH SALES - CUMMINS,881949,PREMIUM BLUE -1  LITRE,20,450
5357,17-Oct-17,CASH SALES - CUMMINS,LF3338,OIL FILTER,1,"1,048.00"
5359,17-Oct-17,MARA PLAINS LTD,LF700,LUBE FILTER,2,950
5364,17-Oct-17,JAMBO EAST AFRICA LIMITED,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"16,105.50"
5366,17-Oct-17,C&G ENGINEERING  - AFTERMARKET(KSH),WF2053,WATER FILTER,6,"1,544.00"
5367,17-Oct-17,C&G ENGINEERING  - AFTERMARKET(KSH),AF928M,AIR CLEANER,3,"13,600.00"
5369,17-Oct-17,C&G ENGINEERING  - AFTERMARKET(KSH),FS1280,FUEL SEPARATOR,6,768
5370,17-Oct-17,C&G ENGINEERING  - AFTERMARKET(KSH),WF2076,DCA4 WATER FILTER,18,"2,016.00"
5371,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,FS1000,FUEL/WATER SEPARATOR,2,"2,084.00"
5372,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,WF2073,WATER FILTER,1,"1,669.00"
5374,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,LF9009,OIL FILTER COMBO SPINON,1,"7,047.00"
5375,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,881949,PREMIUM BLUE -1  LITRE,40,442
5377,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,LF3970,LUBE FILTER,1,"1,591.00"
5378,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,881949,PREMIUM BLUE -1  LITRE,25,442
5380,17-Oct-17,JUBILEE INSURANCE CO.OF KENYA,FF5485,FUEL FILTER,1,"1,807.00"
5383,17-Oct-17,KAKUZI LIMITED,FF105,FUEL FILTER,3,"1,539.00"
5384,17-Oct-17,KAKUZI LIMITED,LF3000,LUBE FILTER,3,"5,065.75"
5385,17-Oct-17,KAKUZI LIMITED,FF42000,FUEL FILTER SPIN-ON PLAST,3,"1,294.97"
5386,17-Oct-17,KAKUZI LIMITED,LF3349,LUBE FILTER,3,"1,352.34"
5388,17-Oct-17,KAKUZI LIMITED,AF25910,AIR FILTER-PRIMARY,3,"24,166.00"
5391,17-Oct-17,KAKUZI LIMITED,LF3959,OIL FILTER CELLULOSE SPIN,3,"1,896.05"
5392,17-Oct-17,CASH SALES - CUMMINS,LF3883,LUBE FILTER,10,"3,027.72"
5393,17-Oct-17,CHINA ROAD & BRIDGE CORPORATION,LF670,OIL FILTER CELLULOSE SPIN,54,"2,033.62"
5394,17-Oct-17,CHINA ROAD & BRIDGE CORPORATION,LF777,OIL FILTER CELLULOSE SPIN,27,"2,542.00"
5395,17-Oct-17,CHINA ROAD & BRIDGE CORPORATION,WF2073,WATER FILTER,27,"1,981.03"
5396,17-Oct-17,CHINA ROAD & BRIDGE CORPORATION,881949,PREMIUM BLUE -1  LITRE,"1,300.00",443.97
5398,17-Oct-17,CHINA ROAD & BRIDGE CORPORATION,FS1000,FUEL/WATER SEPARATOR,54,"2,543.10"
5409,18-Oct-17,CASH SALES - CUMMINS,FF105,FUEL FILTER,1,"1,250.00"
5410,18-Oct-17,CASH SALES - CUMMINS,WF2076,DCA4 WATER FILTER,2,"1,800.00"
5412,18-Oct-17,CASH SALES - CUMMINS,AH1135M,AIR CLEANER,2,"16,000.00"
5413,18-Oct-17,CASH SALES - CUMMINS,FF202,FUEL FILTER,1,"2,150.00"
5414,18-Oct-17,KENYA SCHOOL OF LAW,FF105,FUEL FILTER,1,"1,385.10"
5415,18-Oct-17,KENYA SCHOOL OF LAW,881949,PREMIUM BLUE -1  LITRE,40,468
5416,18-Oct-17,KENYA SCHOOL OF LAW,AF928M,AIR CLEANER,1,"10,496.70"
5417,18-Oct-17,KENYA SCHOOL OF LAW,LF9009,OIL FILTER COMBO SPINON,1,"8,051.40"
5418,18-Oct-17,KENYA SCHOOL OF LAW,WF2075,WATER FILTER,1,"2,546.10"
5419,18-Oct-17,KENYA SCHOOL OF LAW,FS19584,FUEL FILTER,1,"2,646.90"
5420,18-Oct-17,KENYA SCHOOL OF LAW,FF5485,FUEL FILTER,1,"1,836.90"
5421,18-Oct-17,KENYA SCHOOL OF LAW,881949,PREMIUM BLUE -1  LITRE,15,468
5422,18-Oct-17,KENYA SCHOOL OF LAW,LF16015,OIL FILTER CELLULOSE SPIN,1,"2,962.80"
5423,18-Oct-17,KENYA SCHOOL OF LAW,AH1136,AIR CLEANER,1,"10,282.50"
5424,19-Oct-17,KEVIAN KENYA LIMITED,LF777,OIL FILTER CELLULOSE SPIN,1,"2,859.40"
5425,19-Oct-17,KEVIAN KENYA LIMITED,WF2076,DCA4 WATER FILTER,2,"2,351.95"
5426,19-Oct-17,KEVIAN KENYA LIMITED,FS1006,FUEL SEPARATOR,2,"6,377.55"
5427,19-Oct-17,KEVIAN KENYA LIMITED,LF670,OIL FILTER CELLULOSE SPIN,3,"2,287.35"
5428,19-Oct-17,KEVIAN KENYA LIMITED,AH1100,AIR HOUSING-STANDARD,2,"18,137.30"
5429,19-Oct-17,KEVIAN KENYA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,442
5430,19-Oct-17,KEVIAN KENYA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,442
5431,19-Oct-17,KEVIAN KENYA LIMITED,AH1100,AIR HOUSING-STANDARD,2,"18,137.30"
5432,19-Oct-17,KEVIAN KENYA LIMITED,WF2076,DCA4 WATER FILTER,2,"2,351.95"
5433,19-Oct-17,KEVIAN KENYA LIMITED,FS1006,FUEL SEPARATOR,2,"6,377.55"
5434,19-Oct-17,KEVIAN KENYA LIMITED,LF777,OIL FILTER CELLULOSE SPIN,1,"2,859.40"
5435,19-Oct-17,KEVIAN KENYA LIMITED,LF670,OIL FILTER CELLULOSE SPIN,3,"2,287.35"
5437,19-Oct-17,KEVIAN KENYA LIMITED,LF670,OIL FILTER CELLULOSE SPIN,3,"2,287.35"
5438,19-Oct-17,KEVIAN KENYA LIMITED,WF2076,DCA4 WATER FILTER,2,"2,351.95"
5439,19-Oct-17,KEVIAN KENYA LIMITED,FS1006,FUEL SEPARATOR,2,"6,377.55"
5440,19-Oct-17,KEVIAN KENYA LIMITED,AH1100,AIR HOUSING-STANDARD,2,"18,137.30"
5441,19-Oct-17,KEVIAN KENYA LIMITED,LF777,OIL FILTER CELLULOSE SPIN,1,"2,859.40"
5442,19-Oct-17,KEVIAN KENYA LIMITED,881949,PREMIUM BLUE -1  LITRE,100,442
5443,19-Oct-17,LIBYA OIL KENYA LTD,FS1280,FUEL SEPARATOR,1,"5,357.00"
5444,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,15,500
5447,19-Oct-17,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
5448,19-Oct-17,LIBYA OIL KENYA LTD,LF3338,OIL FILTER,1,"2,500.00"
5449,19-Oct-17,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
5450,19-Oct-17,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,500.00"
5451,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,10,520
5452,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,10,500
5453,19-Oct-17,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,500.00"
5454,19-Oct-17,LIBYA OIL KENYA LTD,LF3338,OIL FILTER,1,"2,500.00"
5455,19-Oct-17,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
5456,19-Oct-17,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
5457,19-Oct-17,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
5458,19-Oct-17,LIBYA OIL KENYA LTD,LF3338,OIL FILTER,1,"2,500.00"
5459,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,10,500
5460,19-Oct-17,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,500.00"
5461,19-Oct-17,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
5462,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,10,500
5463,19-Oct-17,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
5464,19-Oct-17,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,500.00"
5465,19-Oct-17,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
5466,19-Oct-17,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
5467,19-Oct-17,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE -1  LITRE,10,500
5468,19-Oct-17,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,500.00"
5469,19-Oct-17,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
5470,19-Oct-17,DELIVERANCE CHURCH -UMOJA,881949,PREMIUM BLUE -1  LITRE,15,520
5471,19-Oct-17,DELIVERANCE CHURCH -UMOJA,FS1280,FUEL SEPARATOR,1,"1,791.00"
5472,19-Oct-17,DELIVERANCE CHURCH -UMOJA,LF3349,LUBE FILTER,1,"1,264.00"
5473,19-Oct-17,DELIVERANCE CHURCH -UMOJA,AF25910,AIR FILTER-PRIMARY,1,"6,355.00"
5474,19-Oct-17,DELIVERANCE CHURCH -UMOJA,FF42000,FUEL FILTER SPIN-ON PLAST,1,"1,398.00"
5475,19-Oct-17,DELIVERANCE CHURCH -UMOJA,AF25911,AIR FILTER,1,"24,166.00"
5476,19-Oct-17,JAPAN INTER-COOP.AGENCY KENYA OFFIC,LF16011,LUBE FILTER (Reps LF3855),1,"2,500.00"
5477,19-Oct-17,JAPAN INTER-COOP.AGENCY KENYA OFFIC,881949,PREMIUM BLUE -1  LITRE,15,520
5478,19-Oct-17,JAPAN INTER-COOP.AGENCY KENYA OFFIC,AF26186,AIR FILTER-PRIMARY,1,"8,100.00"
5479,19-Oct-17,JAPAN INTER-COOP.AGENCY KENYA OFFIC,FF5114,FUEL FILTER SPINON,1,"1,950.00"
5480,19-Oct-17,NIC BANK,881949,PREMIUM BLUE -1  LITRE,100,520
5483,19-Oct-17,NIC BANK,WF2126,DCA4 WATER FILTER,1,"4,604.00"
5484,19-Oct-17,NIC BANK,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"11,077.00"
5486,19-Oct-17,NIC BANK,881949,PREMIUM BLUE -1  LITRE,15,520
5487,19-Oct-17,NIC BANK,FF5524,FUEL FILTER,2,689
5488,19-Oct-17,NIC BANK,LF16061,LUBE FILTER,1,"2,194.00"
5489,19-Oct-17,CROWN  BEVERAGES LTD,881949,PREMIUM BLUE -1  LITRE,80,390
5490,19-Oct-17,NIC BANK,LF3959,OIL FILTER CELLULOSE SPIN,1,"1,065.00"
5492,19-Oct-17,NIC BANK,AH1136,AIR CLEANER,1,"5,752.00"
5493,19-Oct-17,NIC BANK,881949,PREMIUM BLUE -1  LITRE,10,520
5494,19-Oct-17,NIC BANK,881949,PREMIUM BLUE -1  LITRE,10,520
5495,19-Oct-17,NIC BANK,AF26186,AIR FILTER-PRIMARY,1,"5,752.00"
5496,19-Oct-17,NIC BANK,FF5114,FUEL FILTER SPINON,1,"1,065.00"
5497,19-Oct-17,NIC BANK,LF16011,LUBE FILTER (Reps LF3855),1,"2,194.00"
5498,19-Oct-17,NIC BANK,881949,PREMIUM BLUE -1  LITRE,10,520
5499,19-Oct-17,NIC BANK,AF26186,AIR FILTER-PRIMARY,1,"5,752.00"
5500,19-Oct-17,NIC BANK,FF5114,FUEL FILTER SPINON,1,"1,065.00"
5501,19-Oct-17,NIC BANK,LF16011,LUBE FILTER (Reps LF3855),1,"2,194.00"
5502,19-Oct-17,CAR & GENERAL TRADING (MSA),FF5078,FUEL FILTER,1,"1,163.84"
5503,19-Oct-17,CAR & GENERAL TRADING (MSA),LF3883,LUBE FILTER,1,"2,719.45"
5504,19-Oct-17,CAR & GENERAL TRADING (MSA),WF2075,WATER FILTER,1,"1,575.72"
5505,19-Oct-17,CAR & GENERAL TRADING (MSA),AF27840,DIRECT MOUNT AIR SYSTEM,1,"5,498.40"
5506,19-Oct-17,CAR & GENERAL TRADING (MSA),881949,PREMIUM BLUE -1  LITRE,35,367.1
5507,19-Oct-17,CAR & GENERAL TRADING (MSA),LF9548,OIL FILTER,42,"4,021.30"
5509,19-Oct-17,CAR & GENERAL TRADING (MSA),WF2074,WATER FILTER,70,"1,542.86"
5510,19-Oct-17,CAR & GENERAL TRADING (MSA),FF5580,FUEL FILTER SPINON,42,"2,011.60"
5512,19-Oct-17,CAR & GENERAL TRADING (MSA),AF332,AIR FILTER,2,"17,500.00"
5514,19-Oct-17,CAR & GENERAL TRADING (MSA),FS1212,FUEL WATER SEP,2,919.94
5515,19-Oct-17,CAR & GENERAL TRADING (MSA),881949,PREMIUM BLUE -1  LITRE,45,337.72
5516,19-Oct-17,CAR & GENERAL TRADING (MSA),WF2076,DCA4 WATER FILTER,1,"1,507.81"
5517,19-Oct-17,CAR & GENERAL TRADING (MSA),LF9009,OIL FILTER COMBO SPINON,1,"3,265.09"
5520,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,881949,PREMIUM BLUE -1  LITRE,250,500
5521,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,FS1006,FUEL SEPARATOR,1,"10,114.00"
5522,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,881949,PREMIUM BLUE -1  LITRE,320,500
5523,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,FS1006,FUEL SEPARATOR,2,"6,414.00"
5524,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,WF2076,DCA4 WATER FILTER,4,"3,673.00"
5526,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,4,"11,661.00"
5527,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,FF105,FUEL FILTER,2,"1,539.00"
5528,19-Oct-17,C&G ENGINEERING,881949,PREMIUM BLUE -1  LITRE,30,390
5529,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,WF2076,DCA4 WATER FILTER,4,"2,700.00"
5530,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,881949,PREMIUM BLUE -1  LITRE,160,500
5531,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,LF670,OIL FILTER CELLULOSE SPIN,4,"2,766.00"
5532,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,AF25278,AIR FILTER,2,"13,257.00"
5533,19-Oct-17,BRITISH AMERICAN TOBACCO KENYA PLC,FS19870,FUEL / WATER SEPERATOR,2,"7,711.00"
5534,19-Oct-17,CASH SALES - CUMMINS,AF409KM,AIR FILTER,1,"3,879.00"
5536,19-Oct-17,K.B.SANGHANI & SONS,AF25308,AIR FILTER-RADIAL SEAL PR,1,"3,050.00"
5538,19-Oct-17,K.B.SANGHANI & SONS,FS1280,FUEL SEPARATOR,1,640
5540,19-Oct-17,CASH SALES - CUMMINS,LF691,OIL FILTER CELLULOSE SPIN,1,"2,241.38"
5541,19-Oct-17,CUMMINS C&G LIMITED,LF777,OIL FILTER CELLULOSE SPIN,2,"1,363.95"
5542,19-Oct-17,CUMMINS C&G LIMITED,WF2076,DCA4 WATER FILTER,4,"1,256.71"
5543,19-Oct-17,CUMMINS C&G LIMITED,LF670,OIL FILTER CELLULOSE SPIN,4,"1,192.38"
5544,19-Oct-17,CUMMINS C&G LIMITED,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,2,"6,350.99"
5545,19-Oct-17,CUMMINS C&G LIMITED,FS1006,FUEL SEPARATOR,2,"3,049.71"
5546,19-Oct-17,CUMMINS C&G LIMITED,881949,PREMIUM BLUE -1  LITRE,160,279.4
